,imdbId,title_year,country,duration,director_name,actor_1_name,actor_2_name,actor_3_name,movie_imdb_link
54,112851,1995.0,USA,104.0,Robert Rodriguez,Quentin Tarantino,Steve Buscemi,Salma Hayek,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1
55,112864,1995.0,USA,128.0,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,http://www.imdb.com/title/tt0112864/?ref_=fn_tt_tt_1
56,113071,1995.0,USA,134.0,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1
57,113243,1995.0,USA,107.0,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1
58,113540,1995.0,USA,91.0,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1
59,113749,1995.0,USA,123.0,Kevin Smith,Ethan Suplee,Jason Mewes,Joey Lauren Adams,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1
60,113957,1995.0,USA,114.0,Irwin Winkler,Ken Howard,Jeremy Northam,Ray McKinnon,http://www.imdb.com/title/tt0113957/?ref_=fn_tt_tt_1
61,114194,1995.0,USA,98.0,Gregory Widen,Viggo Mortensen,Adam Goldberg,Virginia Madsen,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1
62,114345,1995.0,USA,135.0,Roland Joff?,Gary Oldman,Robert Duvall,Demi Moore,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1
63,114436,1995.0,France,131.0,Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1
64,114508,1995.0,USA,108.0,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1
65,114781,1995.0,USA,92.0,Geoff Murphy,Peter Greene,Brenda Bakke,Patrick Kilpatrick,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1
66,114898,1995.0,USA,176.0,Kevin Reynolds,Jeanne Tripplehorn,Rick Aviles,Zakes Mokae,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1
67,112471,1995.0,USA,105.0,Richard Linklater,Hanno P?schl,Hans Weingartner,Dominik Castell,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1
68,109445,1994.0,USA,102.0,Kevin Smith,Jason Mewes,Brian O'Halloran,Jeff Anderson,http://www.imdb.com/title/tt0109445/?ref_=fn_tt_tt_1
69,112883,1994.0,USA,97.0,Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1
70,109635,1994.0,USA,128.0,Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1
71,109686,1994.0,USA,113.0,Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1
72,109759,1994.0,Canada,103.0,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1
73,109707,1994.0,USA,127.0,Tim Burton,Johnny Depp,Bill Murray,Martin Landau,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1
74,110057,1994.0,USA,170.0,Steve James,William Gates,Arthur Agee,Isiah Thomas,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1
75,110005,1994.0,New Zealand,108.0,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1
76,110148,1994.0,USA,123.0,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1
77,113463,1995.0,France,139.0,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1
78,110189,1995.0,USA,82.0,James Melkonian,Vincent Pastore,William Hickey,Peter Appel,http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1
79,113552,1995.0,USA,101.0,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1
80,76759,1977.0,USA,125.0,George Lucas,Harrison Ford,Peter Cushing,Kenny Baker,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1
81,110367,1994.0,USA,115.0,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1
82,110322,1994.0,USA,133.0,Edward Zwick,Anthony Hopkins,Brad Pitt,Julia Ormond,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1
83,114069,1995.0,USA,127.0,Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1
84,114113,1995.0,USA,113.0,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1
85,110912,1994.0,USA,178.0,Quentin Tarantino,Bruce Willis,Eric Stoltz,Phil LaMarr,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1
86,114214,1995.0,Japan,107.0,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1
87,111255,1994.0,Peru,110.0,Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1
88,111070,1994.0,USA,97.0,John Pasquin,Judge Reinhold,Eric Lloyd,Peter Boyle,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1
89,111161,1994.0,USA,142.0,Frank Darabont,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1
90,114614,1995.0,USA,104.0,Rachel Talalay,Naomi Watts,Lori Petty,Jeff Kober,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1
91,114608,1995.0,USA,92.0,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1
92,111280,1994.0,USA,118.0,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1
93,114609,1995.0,USA,98.0,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1
94,108550,1993.0,USA,118.0,Lasse Hallstr?m,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1
95,114857,1995.0,USA,106.0,Brett Leonard,Denzel Washington,Costas Mandylor,Traci Lords,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1
96,109040,1994.0,USA,78.0,Tom Shadyac,Sean Young,Udo Kier,David Margulies,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1
97,109348,1994.0,USA,98.0,Woody Allen,Jim Broadbent,Chazz Palminteri,Dianne Wiest,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1
98,109444,1994.0,USA,141.0,Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1
99,109446,1994.0,USA,119.0,Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1
100,109504,1994.0,USA,115.0,Spike Lee,Alfre Woodard,Delroy Lindo,Isaiah Washington,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1
101,109506,1994.0,USA,98.0,Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1
102,109813,1994.0,USA,91.0,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1
103,109830,1994.0,USA,142.0,Robert Zemeckis,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1
104,109831,1994.0,UK,117.0,Mike Newell,Kristin Scott Thomas,James Fleet,Simon Callow,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1
105,110357,1994.0,USA,73.0,Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,http://www.imdb.com/title/tt0110357/?ref_=fn_tt_tt_1
106,111686,1994.0,USA,107.0,Wes Craven,Miko Hughes,Heather Langenkamp,Tracy Middendorf,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1
107,110475,1994.0,USA,114.0,Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1
108,110622,1994.0,USA,83.0,Peter Segal,George Kennedy,Fred Ward,Priscilla Presley,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1
109,110989,1994.0,USA,95.0,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1
110,110997,1994.0,USA,111.0,Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1
111,111257,1994.0,USA,116.0,Jan de Bont,Keanu Reeves,Alan Ruck,Joe Morton,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1
112,111438,1994.0,Canada,99.0,Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1
113,111503,1994.0,USA,141.0,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1
114,111742,1994.0,USA,125.0,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1
115,111756,1994.0,USA,212.0,Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1
116,110399,1994.0,USA,100.0,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1
117,111301,1994.0,Japan,102.0,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1
118,110027,1994.0,Canada,99.0,Andrew Morahan,Christopher Lambert,Mako,Mario Van Peebles,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1
119,106226,1993.0,USA,139.0,Martin Scorsese,Richard E. Grant,Geraldine Chaplin,Stuart Wilson,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1
120,109254,1994.0,USA,104.0,John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1
121,106582,1993.0,USA,124.0,Renny Harlin,Sylvester Stallone,Leon,Janine Turner,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1
122,106677,1993.0,USA,102.0,Richard Linklater,Milla Jovovich,Adam Goldberg,Cole Hauser,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1
123,106918,1993.0,USA,154.0,Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1
124,106977,1993.0,USA,130.0,Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1
125,110074,1994.0,UK,111.0,Joel Coen,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1
126,110137,1994.0,USA,110.0,Matty Rich,Jada Pinkett Smith,Joe Morton,Larenz Tate,http://www.imdb.com/title/tt0110137/?ref_=fn_tt_tt_1
127,108551,1993.0,USA,118.0,Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1
128,107290,1993.0,USA,127.0,Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1
129,110265,1993.0,France,99.0,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1
130,107362,1993.0,USA,130.0,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,http://www.imdb.com/title/tt0107362/?ref_=fn_tt_tt_1
131,107554,1993.0,USA,97.0,Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1
132,116253,1996.0,USA,133.0,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1
133,107616,1993.0,UK,111.0,Kenneth Branagh,Keanu Reeves,Denzel Washington,Brian Blessed,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1
134,107614,1993.0,USA,125.0,Chris Columbus,Robin Williams,Mara Wilson,Matthew Lawrence,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1
135,107818,1993.0,USA,125.0,Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1
136,107822,1993.0,New Zealand,121.0,Jane Campion,Holly Hunter,Ian Mune,Genevi?ve Lemon,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1
137,107840,1993.0,USA,109.0,John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1
138,107943,1993.0,UK,134.0,James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1
139,110971,1994.0,USA,128.0,Penny Marshall,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1
140,107978,1993.0,USA,104.0,Fred Dekker,CCH Pounder,Rip Torn,Mako,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1
141,107983,1993.0,UK,100.0,Peter Medak,Gary Oldman,Michael Wincott,Lena Olin,http://www.imdb.com/title/tt0107983/?ref_=fn_tt_tt_1
142,108000,1993.0,USA,114.0,Victor Nunez,Allison Dean,Todd Field,Dorothy Lyman,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1
143,108052,1993.0,USA,185.0,Steven Spielberg,Liam Neeson,Embeth Davidtz,Caroline Goodall,http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1
144,111127,1994.0,USA,95.0,John Waters,Kathleen Turner,Sam Waterston,Traci Lords,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1
145,111143,1994.0,USA,93.0,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1
146,108101,1993.0,UK,115.0,Richard Attenborough,Anthony Hopkins,James Frain,Julian Fellowes,http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1
147,83658,1982.0,USA,117.0,Ridley Scott,Harrison Ford,Sean Young,M. Emmet Walsh,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1
148,108255,1993.0,UK,104.0,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1
149,108358,1993.0,USA,134.0,George P. Cosmatos,Michael Biehn,Dana Delany,Powers Boothe,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1
150,108399,1993.0,USA,121.0,Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1
151,114906,1995.0,USA,88.0,Todd Solondz,Heather Matarazzo,Ken Leung,Christina Vidal,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1
152,99785,1990.0,USA,103.0,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1
153,99653,1990.0,USA,127.0,Jerry Zucker,Demi Moore,Tony Goldwyn,Phil Leeds,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1
154,103639,1992.0,USA,90.0,Ron Clements,Robin Williams,Frank Welker,Scott Weinger,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1
155,103064,1991.0,USA,153.0,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1
156,99348,1990.0,USA,236.0,Kevin Costner,Mary McDonnell,Michael Spears,Maury Chaykin,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1
157,96895,1989.0,USA,126.0,Tim Burton,Michael Gough,Jack Palance,William Hootkins,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1
158,102926,1991.0,USA,138.0,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1
159,29583,1937.0,USA,83.0,William Cottrell,Adriana Caselotti,Billy Gilbert,Lucille La Verne,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1
160,32910,1940.0,USA,88.0,Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1
161,100405,1990.0,USA,125.0,Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1
162,65214,1969.0,USA,144.0,Sam Peckinpah,William Holden,Warren Oates,L.Q. Jones,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1
