imdbId,title
116253,Executive Decision
74102,In the Realm of the Senses (Ai no corrida)
111689,What Happened Was...
107616,Much Ado About Nothing
107611,Mr. Jones
107613,Mr. Wonderful
107614,Mrs. Doubtfire
107653,Naked
110657,"Next Karate Kid, The"
110649,"New Age, The"
110678,No Escape
110687,North
107756,Orlando
107808,"Perfect World, A"
107818,Philadelphia
107822,"Piano, The"
107840,Poetic Justice
107889,"Program, The"
111003,"Puppet Masters, The"
110939,Radioland Murders
110955,"Ref, The"
107943,"Remains of the Day, The"
110971,Renaissance Man
107969,Rising Sun
111001,"Road to Wellville, The"
107978,RoboCop 3
107977,Robin Hood: Men in Tights
107983,Romeo Is Bleeding
105275,Romper Stomper
108000,Ruby in Paradise
108002,Rudy
108026,"Saint of Fort Washington, The"
105032,"Savage Nights (Nuits fauves, Les)"
108052,Schindler's List
111094,"Scout, The"
108065,Searching for Bobby Fischer
111102,Second Best
108071,"Secret Garden, The"
111127,Serial Mom
111143,"Shadow, The"
108101,Shadowlands
108122,Short Cuts
111194,"Simple Twist of Fate, A"
111201,Sirens
108149,Six Degrees of Separation
108160,Sleepless in Seattle
108162,Sliver
83658,Blade Runner
108186,Son in Law
108174,So I Married an Axe Murderer
108238,Striking Distance
89256,Harem
108255,Super Mario Bros.
111323,Surviving the Game
111400,Terminal Velocity
108328,Thirty-Two Short Films About Glenn Gould
111418,Threesome
107688,"Nightmare Before Christmas, The"
108333,"Three Musketeers, The"
108358,Tombstone
111488,Trial by Jury
108399,True Romance
108515,"War Room, The"
110763,"Pagemaster, The"
107779,"Paris, France"
109226,"Beans of Egypt, Maine, The"
110259,Killer (Bulletproof Heart)
114906,Welcome to the Dollhouse
107002,Germinal
109403,Chasers
104029,Cronos
110623,Naked in New York
107315,Kika
106408,Bhaji on the Beach
110363,Little Big League
107349,"Slingshot, The (KÃ¥disbellan)"
111709,"Wedding Gift, The"
109828,Foreign Student
107225,"Ciao, Professore! (Io speriamo che me la cavo)"
111252,Spanking the Monkey
110366,"Little Rascals, The"
106878,Fausto
109120,Andre
108059,"Escort, The (Scorta, La)"
110892,Princess Caraboo
112651,"Celluloid Closet, The"
107642,MÃ©tisse (CafÃ© au Lait)
109382,Dear Diary (Caro Diario)
106678,I Don't Want to Talk About It (De eso no se habla)
112572,"Brady Bunch Movie, The"
99785,Home Alone
99653,Ghost
103639,Aladdin
103064,Terminator 2: Judgment Day
99348,Dances with Wolves
114706,Tough and Deadly
96895,Batman
102926,"Silence of the Lambs, The"
29583,Snow White and the Seven Dwarfs
101414,Beauty and the Beast
32910,Pinocchio
100405,Pretty Woman
110719,Window to Paris (Okno v Parizh)
65214,"Wild Bunch, The"
110395,Love and a .45
111752,"Wooden Man's Bride, The (Yan shen)"
109934,"Great Day in Harlem, A"
112606,"Bye Bye, Love"
115978,Criminals
117247,One Fine Day
112625,Candyman: Farewell to the Flesh
106537,Century
116282,Fargo
116552,Homeward Bound II: Lost in San Francisco
82509,Heavy Metal
116514,Hellraiser: Bloodline
117283,"Pallbearer, The"
116684,Jane Eyre
110374,Loaded
70506,Bread and Chocolate (Pane e cioccolata)
65421,"Aristocats, The"
113083,"Flower of My Secret, The (La flor de mi secreto)"
118001,Two Much
116165,Ed
102855,Scream of Stone (Cerro Torre: Schrei aus Stein)
107471,My Favorite Season
113839,"Modern Affair, A"
112712,Condition Red (Beyond the Law)
90665,Asfour Stah
117891,"Thin Line Between Love and Hate, A"
113613,"Last Supper, The"
117381,Primal Fear
114305,Rude
115837,Carried Away
115509,All Dogs Go to Heaven 2
114671,Land and Freedom (Tierra y libertad)
112844,Denise Calls Up
114658,Theodore Rex
116275,"Family Thing, A"
113122,Frisk
117608,Sgt. Bilko
113448,Jack and Sarah
116414,Girl 6
116095,Diabolique
111543,"Little Indian, Big City (Un indien dans la ville)"
117517,Roula
117312,Peanuts - Die Bank zahlt alles
116485,Happy Weekend
113947,Nelly & Monsieur Arnaud
115956,Courage Under Fire
117060,Mission: Impossible
109028,Cold Fever (Ã kÃ¶ldum klaka)
117071,Moll Flanders
117788,"Superweib, Das"
112257,"301, 302 (301/302)"
116136,Dragonheart
118026,And Nobody Weeps for Me (Und keiner weint mir nach)
117117,My Mother's Courage (Mutters Courage)
116168,Eddie
111787,Yankee Zulu
112509,Billy's Holiday
54189,Purple Noon (Plein soleil)
115591,August
116683,James and the Giant Peach
116287,Fear
116768,Kids in the Hall: Brain Candy
116269,Faithful
114787,Underground
113720,All Things Fair (Lust och fÃ¤gring stor)
112536,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite)
48473,Song of the Little Road (Pather Panchali)
52572,"World of Apu, The (Apur Sansar)"
117128,Mystery Science Theater 3000: The Movie
114616,Tarantella
117705,Space Jam
62711,Barbarella
110061,Hostile Intentions
140614,They Bite
108181,Some Folks Call It a Sling Blade
114307,"Run of the Country, The"
58898,"Alphaville (Alphaville, une Ã©trange aventure de Lemmy Caution)"
82206,Coup de torchon (Clean Slate)
111430,Tigrero: A Film That Was Never Made
107727,"Eye of Vichy, The (Oeil de Vichy, L')"
81759,Windows
113443,It's My Party
109491,Country Life
114048,Operation Dumbo Drop
111613,"Promise, The (Versprechen, Das)"
117104,Mrs. Winterbourne
117688,Solo
109751,Under the Domim Tree (Etz Hadomim Tafus)
117774,"Substitute, The"
114736,True Crime
112604,Butterfly Kiss
116289,Feeling Minnesota
109593,Delta of Venus
103095,To Cross the Rubicon
112368,Angus
104046,Daens
62952,Faces
115742,Boys
117420,"Quest, The"
115951,Cosi
117784,Sunset Park
117107,Mulholland Falls
117979,"Truth About Cats & Dogs, The"
95776,Oliver & Company
115851,Celtic Pride
116322,Flipper
109374,Captives
110712,Of Love and Shadows
112817,Dead Man
113362,"Horseman on the Roof, The (Hussard sur le toit, Le)"
73778,Switchblade Sisters
112546,Mouth to Mouth (Boca a boca)
108500,"Visitors, The (Visiteurs, Les)"
117108,Multiplicity
118114,Wallace & Gromit: The Best of Aardman Animation
114103,Halfmoon (Paul Bowles - Halbmond)
113270,"Haunted World of Edward D. Wood Jr., The"
92123,Two Friends
115963,"Craft, The"
116448,"Great White Hype, The"
116827,Last Dance
114894,War Stories
112701,Cold Comfort Farm
113429,"Institute Benjamenta, or This Dream People Call Human Life"
125877,Low Life
116508,Heaven's Prisoners
117260,Original Gangstas
117500,"Rock, The"
116405,Getting Away With Murder
109592,Cemetery Man (Dellamorte Dellamore)
117998,Twister
115624,Barb Wire
113145,"GarÃ§u, Le"
116559,Honey Moon (Honigmond)
113568,Ghost in the Shell (KÃ´kaku kidÃ´tai)
117894,Thinner
117723,Spy Hard
112586,Brothers in Trouble
112691,Wallace & Gromit: A Close Shave
40366,Force of Evil
117768,"Stupids, The"
115571,"Arrival, The"
31612,"Man from Down Under, The"
57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
103926,Careful
105737,Vermont Is For Lovers
113849,"Month by the Lake, A"
113188,Gold Diggers: The Secret of Bear Mountain
42644,Kim
109381,Carmen Miranda: Bananas Is My Business
109688,Ashes of Time (Dung che sai duk)
104606,"Jar, The (Khomreh)"
110480,Maya Lin: A Strong Clear Vision
108211,Stalingrad
117331,"Phantom, The"
117765,Striptease
116833,"Last of the High Kings, The (a.k.a. Summer Fling)"
113280,Heavy
116669,Jack
116594,I Shot Andy Warhol
113211,"Grass Harp, The"
114494,Someone Else's America
116992,Marlene Dietrich: Shadow and Light
38426,Costa Brava
94265,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La)"
105201,Quartier Mozart
70820,Touki Bouki
84898,Wend Kuuni (a.k.a. God's Gift)
63715,Spirits of the Dead
109191,Babyfever
114122,Pharaoh's Army
117951,Trainspotting
118523,'Til There Was You
116629,Independence Day (a.k.a. ID4)
117737,Stealing Beauty
116277,"Fan, The"
116583,"Hunchback of Notre Dame, The"
115798,"Cable Guy, The"
116778,Kingpin
116213,Eraser
113147,"Gate of Heavenly Peace, The"
117218,"Nutty Professor, The"
100990,"I, the Worst of All (Yo, la peor de todas)"
111546,"Unforgettable Summer, An (Un Ã©tÃ© inoubliable)"
113610,"Last Klezmer: Leopold Kozlowski, His Life and Music, The"
93199,"Hungarian Fairy Tale, A (Hol volt, hol nem volt)"
106810,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)
111180,Midnight Dancers (Sibak)
111237,Somebody to Love
72362,"Very Natural Thing, A"
103207,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)"
116040,Daylight
116365,"Frighteners, The"
116905,Lone Star
116493,Harriet the Spy
117333,Phenomenon
118113,Walking and Talking
117628,She's the One
117913,"Time to Kill, A"
115530,American Buffalo
114266,"Rendezvous in Paris (Rendez-vous de Paris, Les)"
115493,Alaska
116320,Fled
116756,Kazaam
109356,Magic Hunter (BÃ¼vÃ¶s vadÃ¡sz)
116823,Larger Than Life
112568,"Boy Called Hate, A"
114170,Power 98
117999,Two Deaths
118073,"Very Brady Sequel, A"
108220,Stefano Quantestorie
49521,"Death in the Garden (Mort en ce jardin, La)"
112746,"Crude Oasis, The"
104403,Hedd Wyn
61495,"Collector, The (La collectionneuse)"
110246,Kaspar Hauser
116164,Regular Guys (Echte Kerle)
112865,Women Robbers (Diebinnen)
112716,"Convent, The (O Convento)"
115472,"Adventures of Pinocchio, The"
116707,Joe's Apartment
116313,"First Wives Club, The"
114550,Stonewall
117438,Ransom
116531,High School High
117332,Phat Beach
116353,Foxfire
115857,Chain Reaction
117008,Matilda
116191,Emma
115986,"Crow: City of Angels, The"
116571,House Arrest
53459,"Eyes Without a Face (Yeux sans visage, Les)"
117826,Tales from the Crypt Presents: Bordello of Blood
113695,Lotto Land
108227,"Story of Xinghua, The (Xinghua san yue tian)"
111424,"Day the Sun Turned Cold, The (Tianguo niezi)"
113080,Flirt
115680,"Big Squeeze, The"
117718,"Spitfire Grill, The"
116225,Escape from L.A.
112767,Cyclo (Xich lo)
115632,Basquiat
117918,Tin Cup
104109,Dingo
51980,"Ballad of Narayama, The (Narayama Bushiko)"
100840,Every Other Weekend (Un week-end sur deux)
107575,Mille bolle blu
42054,Crows and Sparrows (Wuya yu maque)
68646,"Godfather, The"
116536,"Hippie Revolution, The"
109255,"Maybe, Maybe Not (Bewegte Mann, Der)"
104558,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha)
116985,Manny & Lo
114936,"Wife, The"
114474,Small Faces
115736,Bound
115836,Carpool
101692,Death in Brunswick
116745,Kansas City
119214,Gone Fishin'
116934,Lover's Knot
109066,Vive L'Amour (Ai qing wan sui)
75169,Shadow of Angels (Schatten der Engel)
113542,Killer: A Journal of Murder
110693,Nothing to Lose
106544,Supercop 2 (Project S) (Chao ji ji hua)
116418,Girls Town
112607,Bye-Bye
120004,"Relic, The"
116654,"Island of Dr. Moreau, The"
116311,First Kid
117965,"Trigger Effect, The"
114592,Sweet Nothing
115725,Bogus
115783,Bulletproof
120271,Talk of Angels
113596,Land Before Time III: The Time of the Great Giving
109001,1-900 (06)
94822,Baton Rouge (BÃ¢ton rouge)
113253,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers)
117991,Twelfth Night
117093,Mother Night
24252,Liebelei
105729,Venice/Venice
111019,Wild Reeds (Les roseaux sauvages)
35896,For Whom the Bell Tolls
32904,"Philadelphia Story, The"
45152,Singin' in the Rain
43278,"American in Paris, An"
50419,Funny Face
54698,Breakfast at Tiffany's
52357,Vertigo
47396,Rear Window
25316,It Happened One Night
36855,Gaslight
25164,"Gay Divorcee, The"
53125,North by Northwest
53604,"Apartment, The"
53291,Some Like It Hot
56923,Charade
34583,Casablanca
33870,"Maltese Falcon, The"
58385,My Fair Lady
47437,Sabrina
46250,Roman Holiday
31580,"Little Princess, The"
37059,Meet Me in St. Louis
32138,"Wizard of Oz, The"
31381,Gone with the Wind
84370,My Favorite Year
43014,Sunset Blvd. (a.k.a. Sunset Boulevard)
33467,Citizen Kane
62622,2001: A Space Odyssey
39428,Golden Earrings
42192,All About Eve
32143,"Women, The"
32976,Rebecca
32484,Foreign Correspondent
38787,Notorious
38109,Spellbound
50105,"Affair to Remember, An"
48728,To Catch a Thief
42451,Father of the Bride
45537,"Band Wagon, The"
31725,Ninotchka
50658,Love in the Afternoon
51658,Gigi
52126,"Reluctant Debutante, The"
29843,"Adventures of Robin Hood, The"
32762,"Mark of Zorro, The"
37008,Laura
39420,"Ghost and Mrs. Muir, The"
29162,Lost Horizon
27125,Top Hat
35446,To Be or Not to Be
28010,My Man Godfrey
49261,Giant
48028,East of Eden
25878,"Thin Man, The"
32599,His Girl Friday
48960,Around the World in 80 Days
38650,It's a Wonderful Life
31679,Mr. Smith Goes to Washington
29947,Bringing Up Baby
34012,Penny Serenade
17350,"Scarlet Letter, The"
36094,Lady of Burlesque
25586,Of Human Bondage
38300,Angel on My Shoulder
27893,Little Lord Fauntleroy
32022,They Made Me a Criminal (I Became a Criminal) (They Made Me a Fugitive)
41509,"Inspector General, The"
39152,Angel and the Badman
26029,"39 Steps, The"
38235,"Walk in the Sun, A"
36241,"Outlaw, The"
63350,Night of the Living Dead
43265,"African Queen, The"
46414,Beat the Devil
51459,Cat on a Hot Tin Roof
47162,"Last Time I Saw Paris, The"
33891,Meet John Doe
29855,Algiers
29588,Something to Sing About
22879,"Farewell to Arms, A"
27980,Moonlight Murder
114007,Nothing Personal
93229,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)"
118927,Dangerous Ground
48491,Picnic
113730,Madagascar Skin
117357,"Pompatus of Love, The"
117669,Small Wonders
116329,Fly Away Home
118742,Bliss
116442,Grace of My Heart
114354,Brother of Sleep (Schlafes Bruder)
117011,Maximum Risk
117039,Michael Collins
117473,"Rich Man's Wife, The"
116635,Infinity
115678,Big Night
116830,Last Man Standing
115847,Caught
117603,Set It Off
115438,2 Days in the Valley
115994,Curdled
83587,"Associate, The (AssociÃ©, L')"
116167,Ed's Next Move
116259,Extreme Measures
116421,"Glimmer Man, The"
116000,D3: The Mighty Ducks
115862,"Chamber, The"
72653,"Apple Dumpling Gang, The"
47977,"Davy Crockett, King of the Wild Frontier"
72951,Escape to Witch Mountain
64603,"Love Bug, The"
71607,Herbie Rides Again
50798,Old Yeller
55277,"Parent Trap, The"
54195,Pollyanna
107131,Homeward Bound: The Incredible Journey
53271,"Shaggy Dog, The"
54357,Swiss Family Robinson
59793,That Darn Cat!
46672,"20,000 Leagues Under the Sea"
106611,Cool Runnings
109127,Angels in the Outfield
42332,Cinderella
63819,Winnie the Pooh and the Blustery Day
38166,"Three Caballeros, The"
57546,"Sword in the Stone, The"
41890,So Dear to My Heart
102798,Robin Hood: Prince of Thieves
58331,Mary Poppins
33563,Dumbo
76538,Pete's Dragon
66817,Bedknobs and Broomsticks
43274,Alice in Wonderland
82406,"Fox and the Hound, The"
116361,Freeway
59742,"Sound of Music, The"
95016,Die Hard
104692,"Lawnmower Man, The"
