imdbId,genres,title
118002,Romance,Two if by Sea
115683,Comedy,Bio-Dome
116839,Action,Lawnmower Man 2: Beyond Cyberspace
116839,Sci-Fi,Lawnmower Man 2: Beyond Cyberspace
116839,Thriller,Lawnmower Man 2: Beyond Cyberspace
114753,Drama,Two Bits
113149,Comedy,French Twist (Gazon maudit)
113149,Romance,French Twist (Gazon maudit)
113118,Comedy,Friday
116367,Action,From Dusk Till Dawn
116367,Comedy,From Dusk Till Dawn
116367,Horror,From Dusk Till Dawn
116367,Thriller,From Dusk Till Dawn
113010,Action,Fair Game
113537,Comedy,Kicking and Screaming
113537,Drama,Kicking and Screaming
113828,Drama,"MisÃ©rables, Les"
113828,War,"MisÃ©rables, Les"
115644,Drama,Bed of Roses
115644,Romance,Bed of Roses
115676,Comedy,Big Bully
115676,Drama,Big Bully
114367,Action,Screamers
114367,Sci-Fi,Screamers
114367,Thriller,Screamers
113973,Documentary,Nico Icon
112744,Action,"Crossing Guard, The"
112744,Crime,"Crossing Guard, The"
112744,Drama,"Crossing Guard, The"
112744,Thriller,"Crossing Guard, The"
116731,Drama,"Juror, The"
116731,Thriller,"Juror, The"
112445,Children,"White Balloon, The (Badkonake sefid)"
112445,Drama,"White Balloon, The (Badkonake sefid)"
114660,Crime,Things to Do in Denver When You're Dead
114660,Drama,Things to Do in Denver When You're Dead
114660,Romance,Things to Do in Denver When You're Dead
112379,Comedy,Antonia's Line (Antonia)
112379,Drama,Antonia's Line (Antonia)
114039,Drama,Once Upon a Time... When We Were Colored
114039,Romance,Once Upon a Time... When We Were Colored
113612,Comedy,Last Summer in the Hamptons
113612,Drama,Last Summer in the Hamptons
112365,Drama,Angels and Insects
112365,Romance,Angels and Insects
118158,Action,White Squall
118158,Adventure,White Squall
118158,Drama,White Squall
116151,Children,Dunston Checks In
116151,Comedy,Dunston Checks In
115697,Comedy,Black Sheep
113972,Action,Nick of Time
113972,Thriller,Nick of Time
113490,Drama,"Journey of August King, The"
117002,Drama,Mary Reilly
117002,Horror,Mary Reilly
117002,Thriller,Mary Reilly
114825,Comedy,Vampire in Brooklyn
114825,Horror,Vampire in Brooklyn
114825,Romance,Vampire in Brooklyn
115639,Comedy,Beautiful Girls
115639,Drama,Beautiful Girls
115639,Romance,Beautiful Girls
115759,Action,Broken Arrow
115759,Adventure,Broken Arrow
115759,Thriller,Broken Arrow
113403,Comedy,In the Bleak Midwinter
113403,Drama,In the Bleak Midwinter
113247,Crime,"Hate (Haine, La)"
113247,Drama,"Hate (Haine, La)"
111173,Action,Shopping
111173,Thriller,Shopping
113283,Documentary,Heidi Fleiss: Hollywood Madam
115907,Drama,City Hall
115907,Thriller,City Hall
115734,Adventure,Bottle Rocket
115734,Comedy,Bottle Rocket
115734,Crime,Bottle Rocket
115734,Romance,Bottle Rocket
117102,Comedy,Mr. Wrong
118040,Mystery,Unforgettable
118040,Sci-Fi,Unforgettable
118040,Thriller,Unforgettable
116483,Comedy,Happy Gilmore
112579,Drama,"Bridges of Madison County, The"
112579,Romance,"Bridges of Madison County, The"
110251,Comedy,Nobody Loves Me (Keiner liebt mich)
110251,Drama,Nobody Loves Me (Keiner liebt mich)
117110,Adventure,Muppet Treasure Island
117110,Children,Muppet Treasure Island
117110,Comedy,Muppet Treasure Island
117110,Musical,Muppet Treasure Island
112646,Documentary,Catwalk
113276,Comedy,Headless Body in Topless Bar
113276,Drama,Headless Body in Topless Bar
113276,Thriller,Headless Body in Topless Bar
112573,Action,Braveheart
112573,Drama,Braveheart
112573,War,Braveheart
75314,Crime,Taxi Driver
75314,Drama,Taxi Driver
75314,Thriller,Taxi Driver
113326,Action,Rumble in the Bronx (Hont faan kui)
113326,Adventure,Rumble in the Bronx (Hont faan kui)
113326,Comedy,Rumble in the Bronx (Hont faan kui)
113326,Crime,Rumble in the Bronx (Hont faan kui)
115645,Drama,Before and After
115645,Mystery,Before and After
113774,Drama,Margaret's Museum
112556,Comedy,"Happiness Is in the Field (Bonheur est dans le prÃ©, Le)"
112373,Documentary,Anne Frank Remembered
115033,Crime,"Young Poisoner's Handbook, The"
115033,Drama,"Young Poisoner's Handbook, The"
116606,Comedy,If Lucy Fell
116606,Romance,If Lucy Fell
114536,Comedy,"Steal Big, Steal Little"
117427,Adventure,Race the Sun
117427,Comedy,Race the Sun
117427,Drama,Race the Sun
106473,Drama,"Boys of St. Vincent, The"
103859,Comedy,Boomerang
103859,Romance,Boomerang
109424,Drama,Chungking Express (Chung Hing sam lam)
109424,Mystery,Chungking Express (Chung Hing sam lam)
109424,Romance,Chungking Express (Chung Hing sam lam)
114808,Drama,"Star Maker, The (Uomo delle stelle, L')"
116324,Comedy,Flirting With Disaster
110647,Adventure,"NeverEnding Story III, The"
110647,Children,"NeverEnding Story III, The"
110647,Fantasy,"NeverEnding Story III, The"
111055,Drama,"Silences of the Palace, The (Saimt el Qusur)"
110217,Documentary,Jupiter's Wife
114131,Comedy,Pie in the Sky
114131,Romance,Pie in the Sky
112364,Drama,Angela
113107,Drama,Frankie Starlight
113107,Romance,Frankie Starlight
113451,Thriller,Jade
114015,Comedy,Nueba Yol
114015,Drama,Nueba Yol
114500,Documentary,Sonic Outlaws
116130,Comedy,Down Periscope
113125,Documentary,From the Journals of Jean Seberg
113756,Documentary,Man of the Year
113952,Drama,"Neon Bible, The"
114618,Action,Target
114618,Drama,Target
118055,Drama,Up Close and Personal
118055,Romance,Up Close and Personal
115685,Comedy,"Birdcage, The"
94878,Drama,Shadows (Cienie)
113200,Drama,Gospa
112585,Comedy,"Brothers McMullen, The"
112442,Action,Bad Boys
112442,Comedy,Bad Boys
112442,Crime,Bad Boys
112442,Drama,Bad Boys
112442,Thriller,Bad Boys
112342,Adventure,"Amazing Panda Adventure, The"
112342,Children,"Amazing Panda Adventure, The"
112461,Drama,"Basketball Diaries, The"
112427,Drama,"Awfully Big Adventure, An"
109093,Crime,Amateur
109093,Drama,Amateur
109093,Thriller,Amateur
112384,Adventure,Apollo 13
112384,Drama,Apollo 13
112384,IMAX,Apollo 13
114287,Action,Rob Roy
114287,Drama,Rob Roy
114287,Romance,Rob Roy
114287,War,Rob Roy
112288,Drama,"Addiction, The"
112288,Horror,"Addiction, The"
112462,Action,Batman Forever
112462,Adventure,Batman Forever
112462,Comedy,Batman Forever
112462,Crime,Batman Forever
61395,Drama,Beauty of the Day (Belle de jour)
112495,Adventure,Beyond Rangoon
112495,Drama,Beyond Rangoon
112495,War,Beyond Rangoon
112541,Comedy,Blue in the Face
112541,Drama,Blue in the Face
109370,Comedy,Canadian Bacon
109370,War,Canadian Bacon
112642,Adventure,Casper
112642,Children,Casper
112688,Crime,Clockers
112688,Drama,Clockers
112688,Mystery,Clockers
112715,Action,Congo
112715,Adventure,Congo
112715,Mystery,Congo
112715,Sci-Fi,Congo
112740,Drama,Crimson Tide
112740,Thriller,Crimson Tide
112740,War,Crimson Tide
109508,Documentary,Crumb
112851,Action,Desperado
112851,Romance,Desperado
112851,Western,Desperado
112857,Crime,Devil in a Blue Dress
112857,Film-Noir,Devil in a Blue Dress
112857,Mystery,Devil in a Blue Dress
112857,Thriller,Devil in a Blue Dress
112864,Action,Die Hard: With a Vengeance
112864,Crime,Die Hard: With a Vengeance
112864,Thriller,Die Hard: With a Vengeance
112887,Comedy,"Doom Generation, The"
112887,Crime,"Doom Generation, The"
112887,Drama,"Doom Generation, The"
113044,Drama,Feast of July
113071,Action,First Knight
113071,Drama,First Knight
113071,Romance,First Knight
113114,Adventure,Free Willy 2: The Adventure Home
113114,Children,Free Willy 2: The Adventure Home
113114,Drama,Free Willy 2: The Adventure Home
113243,Action,Hackers
113243,Adventure,Hackers
113243,Crime,Hackers
113243,Thriller,Hackers
113464,Comedy,Jeffrey
113464,Drama,Jeffrey
113481,Action,Johnny Mnemonic
113481,Sci-Fi,Johnny Mnemonic
113481,Thriller,Johnny Mnemonic
113492,Action,Judge Dredd
113492,Crime,Judge Dredd
113492,Sci-Fi,Judge Dredd
113500,Comedy,Jury Duty
113540,Drama,Kids
113677,Comedy,Living in Oblivion
113690,Horror,Lord of Illusions
107447,Comedy,Love & Human Remains
107447,Drama,Love & Human Remains
113729,Drama,Mad Love
113729,Romance,Mad Love
113749,Comedy,Mallrats
113749,Romance,Mallrats
113820,Action,Mighty Morphin Power Rangers: The Movie
113820,Children,Mighty Morphin Power Rangers: The Movie
113851,Drama,Moonlight and Valentino
113851,Romance,Moonlight and Valentino
110604,Comedy,Mute Witness
110604,Horror,Mute Witness
110604,Thriller,Mute Witness
110620,Drama,Nadja
113957,Action,"Net, The"
113957,Crime,"Net, The"
113957,Thriller,"Net, The"
113986,Comedy,Nine Months
113986,Romance,Nine Months
114095,Comedy,Party Girl
114194,Fantasy,"Prophecy, The"
114194,Horror,"Prophecy, The"
114194,Mystery,"Prophecy, The"
114241,Comedy,Reckless
114241,Fantasy,Reckless
114323,Thriller,Safe
114345,Drama,"Scarlet Letter, The"
114345,Romance,"Scarlet Letter, The"
114435,Documentary,"Show, The"
114436,Drama,Showgirls
114478,Comedy,Smoke
114478,Drama,Smoke
114496,Comedy,Something to Talk About
114496,Drama,Something to Talk About
114496,Romance,Something to Talk About
114508,Horror,Species
114508,Sci-Fi,Species
114534,Drama,"Stars Fell on Henrietta, The"
114558,Action,Strange Days
114558,Crime,Strange Days
114558,Drama,Strange Days
114558,Mystery,Strange Days
114558,Sci-Fi,Strange Days
114558,Thriller,Strange Days
58450,Drama,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)"
58450,Musical,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)"
58450,Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)"
114666,Thriller,"Tie That Binds, The"
114663,Drama,Three Wishes
114663,Fantasy,Three Wishes
114702,Drama,Total Eclipse
114702,Romance,Total Eclipse
114682,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar"
114781,Action,Under Siege 2: Dark Territory
114798,Comedy,Unstrung Heroes
114798,Drama,Unstrung Heroes
114805,Documentary,Unzipped
114887,Drama,"Walk in the Clouds, A"
114887,Romance,"Walk in the Clouds, A"
114898,Action,Waterworld
114898,Adventure,Waterworld
114898,Sci-Fi,Waterworld
114928,Drama,White Man's Burden
114938,Western,Wild Bill
109340,Drama,"Browning Version, The"
112602,Adventure,Bushwhacked
112602,Comedy,Bushwhacked
112602,Crime,Bushwhacked
112602,Mystery,Bushwhacked
111579,Drama,Burnt by the Sun (Utomlyonnye solntsem)
110882,Drama,Before the Rain (Pred dozhdot)
110882,War,Before the Rain (Pred dozhdot)
112471,Drama,Before Sunrise
112471,Romance,Before Sunrise
112508,Comedy,Billy Madison
112438,Drama,"Babysitter, The"
112438,Thriller,"Babysitter, The"
112571,Comedy,Boys on the Side
112571,Drama,Boys on the Side
112757,Drama,"Cure, The"
112643,Horror,Castle Freak
112679,Drama,Circle of Friends
112679,Romance,Circle of Friends
109445,Comedy,Clerks
112883,Comedy,Don Juan DeMarco
112883,Drama,Don Juan DeMarco
112883,Romance,Don Juan DeMarco
109635,Drama,Disclosure
109635,Thriller,Disclosure
112899,Thriller,Dream Man
109676,Action,Drop Zone
109676,Thriller,Drop Zone
112854,Comedy,Destiny Turns on the Radio
109579,Drama,Death and the Maiden
109579,Thriller,Death and the Maiden
109642,Drama,Dolores Claiborne
109642,Thriller,Dolores Claiborne
109686,Adventure,Dumb & Dumber (Dumb and Dumber)
109686,Comedy,Dumb & Dumber (Dumb and Dumber)
111797,Comedy,Eat Drink Man Woman (Yin shi nan nu)
111797,Drama,Eat Drink Man Woman (Yin shi nan nu)
111797,Romance,Eat Drink Man Woman (Yin shi nan nu)
109759,Drama,Exotica
109758,Comedy,Exit to Eden
109707,Comedy,Ed Wood
109707,Drama,Ed Wood
113117,Action,French Kiss
113117,Comedy,French Kiss
113117,Romance,French Kiss
113097,Comedy,Forget Paris
113097,Romance,Forget Paris
113028,Adventure,Far From Home: The Adventures of Yellow Dog
113028,Children,Far From Home: The Adventures of Yellow Dog
113198,Animation,"Goofy Movie, A"
113198,Children,"Goofy Movie, A"
113198,Comedy,"Goofy Movie, A"
113198,Romance,"Goofy Movie, A"
113303,Thriller,Hideaway
113089,Children,Fluke
113089,Drama,Fluke
109771,Drama,Farinelli: il castrato
109771,Musical,Farinelli: il castrato
113199,Children,Gordy
113199,Comedy,Gordy
113199,Fantasy,Gordy
113234,Animation,Gumby: The Movie
113234,Children,Gumby: The Movie
109906,Crime,"Glass Shield, The"
109906,Drama,"Glass Shield, The"
110057,Documentary,Hoop Dreams
110005,Crime,Heavenly Creatures
110005,Drama,Heavenly Creatures
110066,Comedy,Houseguest
110116,Drama,Immortal Beloved
110116,Romance,Immortal Beloved
110006,Children,Heavyweights (Heavy Weights)
110006,Comedy,Heavyweights (Heavy Weights)
113360,Action,"Hunted, The"
110099,Comedy,I.Q.
110099,Romance,I.Q.
110148,Drama,Interview with the Vampire: The Vampire Chronicles
110148,Horror,Interview with the Vampire: The Vampire Chronicles
113463,Drama,Jefferson in Paris
110189,Comedy,"Jerky Boys, The"
110216,Comedy,Junior
110216,Sci-Fi,Junior
113501,Mystery,Just Cause
113501,Thriller,Just Cause
113538,Adventure,"Kid in King Arthur's Court, A"
113538,Children,"Kid in King Arthur's Court, A"
113538,Comedy,"Kid in King Arthur's Court, A"
113538,Fantasy,"Kid in King Arthur's Court, A"
113538,Romance,"Kid in King Arthur's Court, A"
113552,Crime,Kiss of Death
113552,Drama,Kiss of Death
113552,Thriller,Kiss of Death
76759,Action,Star Wars: Episode IV - A New Hope
76759,Adventure,Star Wars: Episode IV - A New Hope
76759,Sci-Fi,Star Wars: Episode IV - A New Hope
110367,Drama,Little Women
113670,Children,"Little Princess, A"
113670,Drama,"Little Princess, A"
110296,Drama,Ladybird Ladybird
109731,Drama,"Enfer, L'"
103994,Drama,Like Water for Chocolate (Como agua para chocolate)
103994,Fantasy,Like Water for Chocolate (Como agua para chocolate)
103994,Romance,Like Water for Chocolate (Como agua para chocolate)
110322,Drama,Legends of the Fall
110322,Romance,Legends of the Fall
110322,War,Legends of the Fall
110322,Western,Legends of the Fall
110443,Comedy,Major Payne
110365,Crime,Little Odessa
110365,Drama,Little Odessa
107566,Drama,My Crazy Life (Mi vida loca)
110391,Drama,Love Affair
110391,Romance,Love Affair
113691,Drama,Losing Isaiah
110428,Comedy,"Madness of King George, The"
110428,Drama,"Madness of King George, The"
109836,Drama,Mary Shelley's Frankenstein (Frankenstein)
109836,Horror,Mary Shelley's Frankenstein (Frankenstein)
109836,Sci-Fi,Mary Shelley's Frankenstein (Frankenstein)
113755,Comedy,Man of the House
110538,Comedy,Mixed Nuts
110516,Comedy,Milk Money
110516,Romance,Milk Money
110527,Drama,Miracle on 34th Street
113808,Comedy,Miami Rhapsody
113896,Drama,My Family
113870,Drama,Murder in the First
113870,Thriller,Murder in the First
110684,Comedy,Nobody's Fool
110684,Drama,Nobody's Fool
110684,Romance,Nobody's Fool
110638,Drama,Nell
113967,Crime,New Jersey Drive
113967,Drama,New Jersey Drive
117169,Action,New York Cop (NyÃ» YÃ´ku no koppu)
117169,Crime,New York Cop (NyÃ» YÃ´ku no koppu)
106402,Drama,Beyond Bedlam
106402,Horror,Beyond Bedlam
113948,Action,Nemesis 2: Nebula
113948,Sci-Fi,Nemesis 2: Nebula
113948,Thriller,Nemesis 2: Nebula
110671,Comedy,Nina Takes a Lover
110671,Romance,Nina Takes a Lover
110632,Action,Natural Born Killers
110632,Crime,Natural Born Killers
110632,Thriller,Natural Born Killers
110737,Comedy,Only You
110737,Romance,Only You
110729,Crime,Once Were Warriors
110729,Drama,Once Were Warriors
114151,Drama,Poison Ivy II
114151,Thriller,Poison Ivy II
114069,Action,Outbreak
114069,Drama,Outbreak
114069,Sci-Fi,Outbreak
114069,Thriller,Outbreak
110413,Action,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on)
110413,Crime,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on)
110413,Drama,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on)
110413,Thriller,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on)
114113,Comedy,"Perez Family, The"
114113,Romance,"Perez Family, The"
114210,Comedy,"Pyromaniac's Love Story, A"
114210,Romance,"Pyromaniac's Love Story, A"
110912,Comedy,Pulp Fiction
110912,Crime,Pulp Fiction
110912,Drama,Pulp Fiction
110912,Thriller,Pulp Fiction
114084,Drama,Panther
105652,Drama,Pushing Hands (Tui shou)
110889,Drama,Priest
110932,Drama,Quiz Show
114129,Drama,Picture Bride (Bijo photo)
114129,Romance,Picture Bride (Bijo photo)
110963,Drama,"Queen Margot (Reine Margot, La)"
110963,Romance,"Queen Margot (Reine Margot, La)"
114214,Action,"Quick and the Dead, The"
114214,Thriller,"Quick and the Dead, The"
114214,Western,"Quick and the Dead, The"
114296,Comedy,Roommates
114296,Drama,Roommates
110907,Comedy,Ready to Wear (Pret-A-Porter)
111495,Drama,Three Colors: Red (Trois couleurs: Rouge)
108394,Drama,Three Colors: Blue (Trois couleurs: Bleu)
111507,Comedy,Three Colors: White (Trzy kolory: Bialy)
111507,Drama,Three Colors: White (Trzy kolory: Bialy)
110769,Drama,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)"
114268,Comedy,Rent-a-Kid
110965,Horror,Relative Fear
110965,Thriller,Relative Fear
114571,Comedy,Stuart Saves His Family
111333,Animation,"Swan Princess, The"
111333,Children,"Swan Princess, The"
111112,Children,"Secret of Roan Inish, The"
111112,Drama,"Secret of Roan Inish, The"
111112,Fantasy,"Secret of Roan Inish, The"
111112,Mystery,"Secret of Roan Inish, The"
111255,Action,"Specialist, The"
111255,Drama,"Specialist, The"
111255,Thriller,"Specialist, The"
111282,Action,Stargate
111282,Adventure,Stargate
111282,Sci-Fi,Stargate
111070,Comedy,"Santa Clause, The"
111070,Drama,"Santa Clause, The"
111070,Fantasy,"Santa Clause, The"
111161,Crime,"Shawshank Redemption, The"
111161,Drama,"Shawshank Redemption, The"
111149,Comedy,Shallow Grave
111149,Drama,Shallow Grave
111149,Thriller,Shallow Grave
108260,Film-Noir,Suture
108260,Thriller,Suture
106966,Drama,Strawberry and Chocolate (Fresa y chocolate)
114594,Comedy,Swimming with Sharks
114594,Drama,Swimming with Sharks
111309,Comedy,"Sum of Us, The"
111309,Drama,"Sum of Us, The"
113936,Comedy,National Lampoon's Senior Trip
110081,Drama,To Live (Huozhe)
114614,Action,Tank Girl
114614,Comedy,Tank Girl
114614,Sci-Fi,Tank Girl
114608,Horror,Tales from the Crypt Presents: Demon Knight
114608,Thriller,Tales from the Crypt Presents: Demon Knight
111280,Adventure,Star Trek: Generations
111280,Drama,Star Trek: Generations
111280,Sci-Fi,Star Trek: Generations
114609,Action,Tales from the Hood
114609,Crime,Tales from the Hood
114609,Horror,Tales from the Hood
111454,Drama,Tom & Viv
114852,Horror,Village of the Damned
114852,Sci-Fi,Village of the Damned
114694,Comedy,Tommy Boy
111590,Drama,Vanya on 42nd Street
114788,Mystery,Underneath
114788,Thriller,Underneath
114888,Drama,"Walking Dead, The"
114888,War,"Walking Dead, The"
108550,Drama,What's Eating Gilbert Grape
114857,Action,Virtuosity
114857,Sci-Fi,Virtuosity
114857,Thriller,Virtuosity
114924,Comedy,While You Were Sleeping
114924,Romance,While You Were Sleeping
111667,Adventure,"War, The"
111667,Drama,"War, The"
111667,War,"War, The"
109655,Drama,Double Happiness
110598,Comedy,Muriel's Wedding
112435,Children,"Baby-Sitters Club, The"
109040,Comedy,Ace Ventura: Pet Detective
109045,Comedy,"Adventures of Priscilla, Queen of the Desert, The"
109045,Drama,"Adventures of Priscilla, Queen of the Desert, The"
106339,Drama,Backbeat
106339,Musical,Backbeat
104779,Drama,Bitter Moon
104779,Film-Noir,Bitter Moon
104779,Romance,Bitter Moon
109348,Comedy,Bullets Over Broadway
109444,Action,Clear and Present Danger
109444,Crime,Clear and Present Danger
109444,Drama,Clear and Present Danger
109444,Thriller,Clear and Present Danger
109446,Drama,"Client, The"
109446,Mystery,"Client, The"
109446,Thriller,"Client, The"
109484,Comedy,"Corrina, Corrina"
109484,Drama,"Corrina, Corrina"
109484,Romance,"Corrina, Corrina"
109504,Comedy,Crooklyn
109504,Drama,Crooklyn
109506,Action,"Crow, The"
109506,Crime,"Crow, The"
109506,Fantasy,"Crow, The"
109506,Thriller,"Crow, The"
109450,Drama,Cobb
109813,Children,"Flintstones, The"
109813,Comedy,"Flintstones, The"
109813,Fantasy,"Flintstones, The"
109830,Comedy,Forrest Gump
109830,Drama,Forrest Gump
109830,Romance,Forrest Gump
109830,War,Forrest Gump
109831,Comedy,Four Weddings and a Funeral
109831,Romance,Four Weddings and a Funeral
113305,Drama,Higher Learning
110091,Comedy,I Like It Like That
110091,Drama,I Like It Like That
110091,Romance,I Like It Like That
110093,Action,I Love Trouble
110093,Comedy,I Love Trouble
110167,Comedy,It Could Happen to You
110167,Drama,It Could Happen to You
110167,Romance,It Could Happen to You
110213,Adventure,"Jungle Book, The"
110213,Children,"Jungle Book, The"
110213,Romance,"Jungle Book, The"
107472,Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)"
110357,Adventure,"Lion King, The"
110357,Animation,"Lion King, The"
110357,Children,"Lion King, The"
110357,Drama,"Lion King, The"
110357,Musical,"Lion King, The"
110357,IMAX,"Lion King, The"
107426,Drama,Little Buddha
111686,Drama,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"
111686,Horror,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"
111686,Mystery,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"
111686,Thriller,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"
110475,Action,"Mask, The"
110475,Comedy,"Mask, The"
110475,Crime,"Mask, The"
110475,Fantasy,"Mask, The"
110478,Adventure,Maverick
110478,Comedy,Maverick
110478,Western,Maverick
110588,Drama,Mrs. Parker and the Vicious Circle
110622,Action,Naked Gun 33 1/3: The Final Insult
110622,Comedy,Naked Gun 33 1/3: The Final Insult
110771,Comedy,"Paper, The"
110771,Drama,"Paper, The"
110950,Comedy,Reality Bites
110950,Drama,Reality Bites
110950,Romance,Reality Bites
105226,Thriller,Red Rock West
110989,Children,Richie Rich
110989,Comedy,Richie Rich
111054,Drama,Safe Passage
110997,Action,"River Wild, The"
110997,Thriller,"River Wild, The"
111257,Action,Speed
111257,Romance,Speed
111257,Thriller,Speed
111256,Comedy,Speechless
111256,Romance,Speechless
111438,Action,Timecop
